Series or Movie,IMDb Score,Rotten Tomatoes Score,Awards Received,Awards Nominated For,Boxoffice,Hidden Gem Score
Movie,7.2,81,1,4,12786053,3.6
Movie,7.2,85,28,112,17766658,4
Movie,6.5,64,2,2,12241122,3.1
Movie,6.1,70,0,0,2583,5.8
Movie,6.7,53,6,10,8863193,2.9
Movie,5.7,45,1,4,60058,2.5
Movie,5.9,19,0,3,14904426,1.9
Movie,6.2,39,0,5,32598931,2.4
Movie,6.5,73,3,14,12450,5.6
Movie,5.6,24,1,2,17782178,2
Movie,5.3,15,3,1,20497844,1.8
Movie,5.3,50,7,28,670086,2.6
Movie,7.1,91,68,91,2341534,4.2
Movie,4.2,22,0,2,2184640,3.1
Movie,6.7,67,19,16,210591,5.4
Movie,7.4,85,14,36,125070033,3.9
Movie,7.3,88,12,71,5664764,4.1
Movie,6.8,66,5,4,72679278,3.2
Movie,6.1,83,1,1,262921,4.4
Movie,8.4,88,23,6,12391761,4.3
Movie,7.4,96,2,13,272132,4.5
Movie,6.8,83,5,7,11678,8.1
Movie,7.1,100,13,37,541719,4.9
Movie,6.9,84,4,3,660561,3.7
Movie,7.7,91,16,29,3479315,4
Movie,6.1,13,0,1,14594226,1.9
Movie,7.8,96,44,46,551509,4.2
Movie,5.2,12,0,1,29747603,3.5
Movie,6.5,75,4,36,153707064,3.2
Movie,7.3,94,8,28,14431633,4.1
Movie,6.1,23,1,3,544098,2.1
Movie,6.4,16,0,4,7885294,1.9
Movie,6.7,64,2,12,87242834,3.1
Movie,8,96,14,21,50000000,4.4
Movie,7.7,75,35,28,557236,5.8
Movie,5.8,34,0,1,17368022,2.3
Movie,7.5,89,19,67,232641920,3.9
Movie,8,84,59,106,51738905,3.9
Movie,7.1,61,0,3,43034523,3.1
Movie,6.8,67,4,15,3262954,3.4
Movie,6.2,68,1,14,65206105,3.1
Movie,6,26,17,40,325100054,2.1
Movie,7.4,98,229,290,27854932,4.5
Movie,6.2,63,0,0,184441,3.1
Movie,5.7,0,0,0,40598,4.7
Movie,6.7,69,0,2,21017849,3.2
Movie,6.5,72,6,42,31090320,3.4
Movie,7.3,61,4,7,21587519,3.2
Movie,7.4,73,6,0,84254167,4.1
Movie,7.1,83,3,15,61433527,3.7
Movie,5.7,34,0,1,95318203,2.1
Movie,6.2,36,2,4,126643061,2.4
Movie,7.5,86,39,53,3740823,4
Movie,7.1,20,1,1,534601,2.3
Movie,6.4,86,16,21,6945,7.2
Movie,6.8,78,3,4,92115211,3.5
Movie,8.1,84,53,114,67209615,3.9
Movie,5.2,31,0,3,34432201,2.1
Movie,7.3,20,2,3,222856,2.3
Movie,4.1,23,0,4,21215059,1.8
Movie,6.7,87,44,165,13960394,3.9
Movie,7.7,90,7,2,28994,8.6
Movie,7.1,100,0,0,629126,8.9
Movie,6.5,78,2,6,24252420,3.4
Series,6.1,91,14,27,4404154,3.9
Series,6.8,91,1,10,60079496,3.8
Movie,3.9,0,0,1,2423468,1.6
Movie,6.3,92,3,12,6304223,5
Movie,6,71,0,2,572212,6.3
Movie,7.6,69,1,10,2376479,3.6
Movie,6.3,76,3,9,67268835,3.3
Movie,5.9,67,0,5,2230700,7.1
Movie,5.3,41,1,2,97446,2.3
Movie,7.4,77,1,0,82703,3.4
Movie,7.2,62,1,16,12545979,3.2
Movie,7.1,61,4,3,1009819,7.2
Movie,5.6,50,2,2,638144,6.2
Movie,7.3,83,3,17,10137502,3.8
Movie,6.8,85,12,41,49114016,3.9
Movie,5.9,76,0,1,23591043,3.8
Movie,7.8,97,33,64,48023088,4.3
Movie,6.4,38,0,20,22006296,2.5
Movie,6.7,85,21,36,1178196,3.9
Movie,5.8,71,3,2,63564,7.8
Movie,5.7,31,0,1,21218403,2.1
Movie,7.1,78,2,2,19176754,3.5
Movie,5.4,26,0,0,6075,2.1
Movie,6.4,71,0,0,37939757,3.3
Movie,6,43,0,0,37600435,2.7
Movie,7.9,84,2,2,242867,3.9
Movie,4.7,27,2,3,15587,6.6
Movie,6.5,66,0,5,38583626,3.1
Movie,7.5,80,20,61,5463019,3.8
Movie,3.4,3,3,3,13258249,0.9
Movie,5.3,33,1,2,4750602,2.2
Movie,6.7,69,0,2,21017849,3.2
Movie,7.5,82,3,8,47951979,3.6
Movie,6.5,49,0,2,260562,2.6
Movie,4.7,3,0,4,15567860,1.2
Movie,6.4,78,1,3,42313354,3.5
Movie,6.4,59,0,1,18636537,2.9
Movie,7.8,95,17,41,23237911,4.3
Movie,7.3,92,23,49,7372734,4.1
Movie,4.5,7,1,0,8914777,1.5
Movie,7.3,88,3,9,19537346,3.9
Movie,5.8,38,0,2,21630088,2.4
Movie,4.8,7,0,1,6900335,1.3
Movie,7.3,80,4,13,102470008,3.6
Movie,5.6,18,2,3,57027435,1.9
Movie,7.1,72,1,8,43482270,3.5
Movie,4.6,23,2,0,53885000,1.8
Movie,7.1,85,16,10,288483,6.2
Movie,7.8,89,29,40,161197785,4
Movie,7.4,94,32,49,26126837,4.3
Movie,7.6,94,32,39,2129768,4
Movie,7.5,95,0,0,106986,8.9
Movie,7.1,86,3,29,158848340,3.8
Movie,5,37,3,7,20777061,2.2
Movie,6.2,84,5,27,110212700,3.7
Movie,5.8,31,1,0,55600000,2.1
Movie,7.7,78,2,1,43171,6
Movie,7.3,76,0,0,12088,8.1
Movie,6.3,78,4,5,20591853,3.4
Movie,5.4,15,2,14,31153464,1.6
Movie,6.5,33,0,4,65075540,2.4
Movie,6.6,85,2,10,14444999,3.6
Movie,7.2,59,4,16,34542474,3.1
Movie,5.9,65,0,4,26822144,3
Movie,6.1,42,0,0,14061361,5.5
Movie,6.8,80,7,22,12665721,3.7
Movie,6.3,33,10,21,122006740,2.2
Movie,5.2,30,3,17,103144286,1.9
Movie,6.9,47,1,19,155442489,2.8
Movie,6.1,70,2,3,4212494,3.1
Movie,4.4,20,0,1,13121555,1.5
Movie,5.2,83,2,0,230069,7.1
Series,6.3,65,0,1,8425,5.6
Movie,6.8,68,1,8,136125,7.5
Movie,7.8,97,102,134,128078872,4.5
Movie,6,38,0,10,82051601,2.3
Movie,6,37,0,4,46009673,2.5
Movie,6.6,83,3,14,3712282,3.8
Movie,6.1,82,1,24,97685686,3.5
Movie,6.6,79,0,5,55511,8
Movie,5.3,15,1,3,27740955,1.7
Movie,7.1,45,2,5,61705123,2.7
Movie,6.5,58,1,1,25450527,2.9
Movie,7.3,83,3,5,8008363,3.9
Movie,6.4,74,4,25,55483770,3.4
Movie,4.9,22,0,0,9669521,5
Movie,7.5,93,23,150,18335230,4.2
Movie,7.5,94,19,25,255388,6.2
Movie,5.6,49,1,2,81757,3.4
Movie,6.1,63,0,5,20007149,4
Movie,6.4,39,1,2,3775000,2.6
Movie,4.5,3,0,0,10753574,1.2
Movie,5.9,19,1,2,15074191,2
Movie,6.3,44,3,4,81476385,2.6
Movie,7.3,93,0,4,11330911,4.2
Movie,5.5,17,4,9,78747585,1.7
Movie,6.4,65,9,16,184296230,3.2
Movie,6.4,80,0,0,1171559,3.4
Movie,4.4,5,1,9,71038190,1
Movie,6.1,36,1,5,33258,2.3
Movie,5.1,20,7,8,4871263,1.8
Movie,6.8,12,0,2,269980,1.9
Movie,6.8,51,2,1,35763137,2.9
Movie,7.3,88,22,35,20300385,4
Movie,6.5,55,0,2,32003620,3
Movie,6.4,28,14,33,330360194,2.3
Movie,7.3,88,11,18,1041455,3.9
Movie,5.5,53,2,2,2465,5.6
Movie,6,36,0,0,3500000,2.2
Movie,6.6,29,2,4,64460211,2.2
Movie,6.4,60,27,49,11186,7.1
Movie,7.5,97,46,47,285930,4.3
Movie,7.6,96,16,14,35000000,3.9
Movie,6.9,99,20,18,31900,4.2
Movie,6.1,57,3,10,52218558,2.8
Movie,6.6,88,3,2,40050884,3.8
Movie,6.6,53,1,6,1361045,2.9
Movie,7.2,94,77,248,12711491,4.3
Movie,7.1,73,16,28,33602376,3.7
Movie,3.7,11,2,6,15681020,1.2
Movie,7.5,84,2,4,27912072,3.9
Movie,7,79,13,40,663246,3.8
Movie,7,72,8,30,4210454,3.4
Movie,5.7,43,3,7,72586134,2.5
Movie,6.6,45,0,0,4712792,2.7
Movie,5.3,14,0,0,19700032,1.3
Movie,7.9,97,22,25,5205468,4.3
Movie,6.8,32,0,3,31569268,2.3
Movie,6,47,1,13,172343,7
Movie,6.2,72,1,4,51879,5.4
Movie,5.8,46,1,3,10938134,2.5
Movie,6.8,87,1,14,81562942,3.7
Movie,7.8,90,16,67,408084349,4.1
Movie,6.7,52,0,0,261865,3
Movie,6.8,93,15,19,86800,7.3
Movie,7.9,64,0,2,1000045,3.4
Movie,8.1,93,105,140,14677654,4.3
Movie,5.5,62,3,6,32482090,2.9
Movie,6.2,58,3,5,113257297,3
Movie,7.7,95,1,1,142425,4
Movie,5.3,50,0,0,43955,7.3
Movie,6.8,85,3,11,91441,3.7
Movie,7,70,15,57,652385625,3.3
Movie,7.3,91,0,1,21626,3.9
Movie,6.5,27,0,2,1224330,2.2
Movie,5.6,0,0,0,21256,2.8
Movie,5.3,11,2,3,28782481,1.6
Movie,6.3,54,0,4,12639297,2.8
Movie,7,72,0,0,15436808,3.5
Movie,7.6,82,2,0,80141,6.9
Movie,5.7,71,1,3,200242,3.4
Movie,6.7,86,2,3,2437000,3.8
Movie,6.6,70,6,4,70261052,3.2
Movie,7,90,25,45,1200627,6.3
Movie,7.3,80,6,0,2404,8.6
Movie,7.7,98,16,7,22898,7.3
Movie,6.1,47,0,3,46843513,2.7
Movie,6.3,43,2,8,107509366,2.5
Movie,7.8,99,6,7,28030,4.4
Movie,6.2,72,0,2,3153157,3.2
Movie,5.9,78,2,5,30757,6.7
Movie,7.2,33,0,0,57046,2.4
Movie,6.3,30,0,0,14708696,2.1
Movie,7.6,97,47,167,27007844,4.4
Movie,6.9,48,8,7,12227722,2.9
Movie,6.9,42,1,5,25020758,2.6
Movie,4.4,10,3,3,20774575,1.3
Movie,5.3,27,1,2,17359799,2
Movie,5.4,57,2,6,33561137,2.4
Movie,6.7,44,0,6,57262492,2.6
Movie,2.5,3,19,3,21471685,0.6
Movie,7.9,95,15,43,3237118,4.2
Movie,6.5,62,2,4,30147739,3
Movie,5.6,21,1,6,8821329,1.8
Movie,6.1,89,1,1,8905,5.5
Movie,5.3,37,2,3,3000342,2.2
Movie,7.4,82,2,8,15789389,3.5
Movie,7.4,91,9,34,36261763,3.9
Movie,7.7,91,65,100,22498520,4.2
Movie,7.2,86,5,1,70950,8.6
Movie,4.8,50,0,0,305934,5.2
Movie,5,47,0,2,449523,2.4
Movie,7.4,80,5,7,20158808,3.3
Movie,6.2,95,8,13,3232685,4.6
Movie,5.8,51,0,0,497208,2.7
Movie,6.7,82,0,1,76584,4.9
Movie,6.5,34,5,0,67790117,2.1
Movie,7.1,62,6,8,19206207,3.1
Movie,7.2,63,1,3,3866794,3.2
Movie,5.9,70,2,3,21689062,2.8
Movie,6.6,53,0,3,10330,6.9
Movie,5.7,16,2,9,30208599,1.7
Movie,8,85,98,277,106954678,4.1
Movie,7.3,80,6,10,252325,6.3
Movie,7.8,89,19,10,1280490,4
Movie,6.3,68,8,13,82936,6
Movie,6.9,64,1,13,10770,6.1
Movie,5.3,24,0,0,12139,2.8
Movie,7.6,98,21,22,143383,6.8
Movie,7.1,82,34,35,353007020,3.7
Movie,4.5,6,1,0,50856010,1.5
Movie,5.4,18,0,0,79161,1.8
Movie,8.6,78,15,37,136801374,3.8
Movie,6.4,59,11,17,241721524,3.2
Movie,5.8,50,0,0,20350171,2.7
Movie,5.3,32,0,5,20080020,2.1
Movie,6.1,65,1,4,40572825,3.2
Movie,6.7,45,1,4,57011521,2.7
Movie,4.4,0,1,4,10340263,1.2
Movie,6.3,57,4,7,59059,7.2
Movie,6.6,60,8,23,56451232,3
Movie,8,85,28,78,363070709,3.8
Movie,5.7,15,1,2,55039,1.7
Movie,6.2,21,2,0,32935289,2
Movie,7.9,81,2,9,36948322,3.8
Movie,7.7,93,48,79,22863596,4.3
Movie,5.8,34,4,8,61979680,2.2
Movie,6.5,50,3,10,51367375,2.7
Movie,6,46,1,9,63450470,2.8
Movie,4.7,12,1,6,35423380,1.5
Movie,6.1,28,0,3,21722776,1.9
Movie,7,69,12,13,116000000,3.5
Movie,6.9,73,14,29,50824620,3.6
Movie,4.9,36,0,0,36336,2.3
Movie,6.2,36,7,6,80000000,2.6
Movie,8,84,21,13,111721910,3.9
Movie,6.3,32,0,2,93051,2
Movie,5.9,24,0,0,44065653,2.2
Movie,6.7,100,8,6,92696,8.1
Movie,6.7,85,3,2,13367624,3.7
Movie,7.3,51,0,5,52853219,2.9
Movie,5.6,54,0,8,17071962,2.7
Movie,5.3,28,3,15,85911262,1.9
Movie,7.3,88,3,6,31181347,3.9
Movie,6.6,68,0,1,23083334,3.2
Movie,6.9,49,5,5,72217396,2.6
Movie,5.7,8,1,6,32492859,1.4
Movie,6.4,25,7,6,108385533,2.2
Movie,6.9,90,43,64,25138705,4
Movie,7.4,93,0,0,61399552,3.7
Movie,6.7,100,3,6,11998,6
Movie,7.5,84,12,19,68372,3.8
Movie,6.4,45,6,12,186740799,2.6
Movie,5.7,57,0,0,24134,5.9
Movie,6.2,30,1,4,150357137,2.2
Movie,6.9,61,6,10,1872994,3.1
Movie,8,78,90,187,183637894,3.9
Movie,5.3,24,0,1,48475290,2
Movie,5.5,27,1,3,21596445,1.9
Movie,4.6,9,1,6,38590458,1.5
Movie,7.7,86,0,0,167849,8.2
Movie,6.5,32,2,0,223202,2.5
Movie,5.6,40,5,13,346472,2.7
Movie,6.8,70,2,7,251555,7.4
Movie,5,15,1,4,85886987,1.6
Movie,7.3,86,35,76,52898073,4
Movie,4.1,3,0,1,4936819,1
Movie,6.8,72,4,21,14044,3.3
Movie,7.4,84,2,3,7578,8
Movie,5.9,43,0,1,1513793,2.5
Movie,7.5,76,26,70,3909149,3.7
Movie,6.3,61,0,1,17001133,3
Movie,5.8,50,0,0,6850,6.7
Movie,5.5,12,2,1,17223265,1.6
Movie,7.1,87,1,10,143528619,3.7
Movie,7.6,95,45,64,109767581,4.2
Movie,7.4,85,7,7,124800,3.8
Movie,7.3,93,2,1,41410568,3.8
Series,6.4,37,1,2,58856790,2.5
Movie,4.1,24,9,27,166167230,1.8
Movie,6.8,90,7,24,269144,7.5
Movie,7.5,96,64,62,1777043,4.4
Movie,7.1,59,1,8,75764672,3
Movie,7.2,87,6,16,261819,3.9
Movie,7.2,87,33,77,9077245,4
Movie,7.5,97,38,157,38322743,4.3
Movie,7.7,93,8,15,1339152,4
Movie,6.7,89,1,6,10021175,3.8
Movie,5.4,32,1,5,8005980,2.3
Movie,7.7,80,26,123,35893537,3.8
Movie,7.1,87,2,48,130178411,3.8
Movie,6,100,4,1,5775076,3.3
Movie,6.2,48,0,0,75973200,2.7
Movie,7.1,84,2,4,37017955,3.6
Movie,5.3,38,1,6,7192291,2.1
Movie,6.6,25,0,1,57167405,2.3
Movie,3.5,7,2,4,11686940,1.2
Movie,6.9,90,5,7,8750000,3.9
Movie,5.5,16,0,1,30113491,1.7
Movie,6.9,73,6,24,62575678,3.5
Movie,7.2,31,1,0,2246000,4.2
Movie,7.2,51,16,32,115637895,3
Movie,7.2,64,1,5,25405445,3.2
Movie,6.7,55,4,11,41083864,3.1
Movie,7.8,80,12,19,1862086,4
Movie,5.8,33,0,0,20453431,2.3
Movie,5.9,28,1,2,62524260,1.9
Movie,7.8,74,42,116,54117416,3.7
Movie,6.6,89,4,14,231737,3.8
Movie,6.6,66,7,16,159582188,3.2
Movie,5.6,12,2,2,52543632,1.6
Movie,3.9,4,1,9,48608066,1.1
Movie,7.5,94,16,24,531996,4.1
Movie,7.9,92,46,47,9357911,4.3
Movie,7.1,48,0,1,43545364,2.9
Movie,7.1,66,1,10,725489,6.1
Movie,6.8,71,0,1,1162653,3.3
Movie,6.1,60,0,0,203373,3
Movie,7.5,74,8,45,7857741,3.5
Movie,7.2,89,24,48,377607,6.3
Movie,4.1,6,0,0,16775,1.2
Movie,6.7,20,0,1,30127963,2.1
Movie,6.2,28,2,4,30577122,2.2
Movie,7.2,60,1,9,101530738,3.1
Movie,5.7,27,0,8,35088320,2
Movie,8.1,97,124,143,45055776,4.5
Movie,6,18,0,1,27367660,1.9
Movie,7.8,88,38,80,70259870,4.1
Movie,7.3,68,7,5,45445109,3.3
Movie,7.6,76,5,23,85817906,3.6
Movie,6.6,59,5,5,67659560,3.1
Movie,7.3,82,0,5,36906460,3.6
Movie,3.4,7,0,0,17062499,1.7
Movie,5.9,11,2,11,35593113,1.5
Movie,4.6,14,1,4,18300124,1.5
Movie,6.4,67,1,12,126663600,3.2
Movie,6.1,27,1,3,58884188,2
Movie,6.3,47,2,5,81697192,2.5
Movie,8,91,39,196,228433663,4.2
Movie,6.3,44,0,5,3703046,2.3
Movie,5.7,8,0,2,22467450,1.6
Movie,6.5,43,1,8,32752215,2.5
Movie,7.8,81,14,23,98467863,4
Movie,6.5,43,5,17,37306030,2.8
Movie,6.8,35,7,33,16383509,2.5
Movie,6,29,0,6,35819556,2.2
Movie,6.7,49,2,4,77222099,2.7
Movie,4.7,0,0,6,64892670,1.2
Movie,5.1,27,0,0,587211,4.6
Movie,7.4,93,8,16,52223306,4.3
Movie,6.6,69,16,34,281723902,3.3
Movie,7.6,90,30,102,72313754,4.1
Movie,6.8,93,2,8,194720,6.1
Movie,8.1,96,46,94,381409310,4.4
Movie,7.4,94,6,25,195042377,4
Movie,7.2,60,5,7,516431,5.1
Movie,6.3,78,0,4,80080379,3.3
Movie,7,93,13,15,37562568,4.1
Movie,6,22,0,0,43247647,2.1
Movie,7.3,99,5,50,19375982,4.2
Movie,6.1,44,0,0,14440985,2.6
Movie,5.1,16,2,3,38543473,1.7
Movie,6.6,11,0,3,18730891,1.7
Movie,6.3,44,0,2,34694,2.6
Movie,6.7,65,2,21,107518682,3.1
Movie,6.7,81,2,14,2500431,3.7
Movie,4.3,9,8,5,56117548,1.3
Movie,5.6,64,10,12,128814019,3
Movie,4.8,23,1,0,42273609,1.9
Movie,6.1,29,0,0,50136,2.1
Movie,6.6,47,0,3,4030360,2.8
Movie,6.7,55,1,10,169700110,2.8
Movie,6.2,65,0,1,44089964,3.2
Movie,4.3,14,0,1,22764410,1.4
Movie,4.8,10,1,1,26594261,1.5
Movie,6.4,55,4,27,336045770,2.9
Movie,5.8,18,0,3,48751189,2
Movie,6.5,64,0,2,819431,3.2
Movie,7.6,92,15,156,46889293,4.2
Movie,6.6,53,1,2,100768056,2.8
Movie,5.6,65,2,5,66013057,3
Movie,5.4,25,0,0,20050376,3.1
Movie,5.9,15,1,1,18875011,1.9
Movie,6.1,49,2,10,155190832,2.5
Movie,5.5,66,1,6,54235,6.6
Movie,5.5,23,0,0,42436517,2.1
Movie,7.4,70,5,14,108083,5.4
Movie,8.1,97,241,231,154058340,4.5
Movie,6.4,47,6,19,202019785,2.7
Movie,6.4,50,0,0,37499651,2.7
Movie,5.2,16,0,0,16029670,1.7
Movie,6.3,58,4,3,32000304,2.9
Movie,6.9,53,2,5,59489799,3
Movie,7.5,81,7,16,275387,3.8
Movie,7.5,82,8,15,551697,3.8
Movie,6.9,82,4,4,72286779,3.6
Movie,7.8,81,3,6,59735548,3.4
Movie,8.2,94,8,6,83844093,4.1
Movie,6.3,66,4,8,98711404,3.1
Movie,6.1,33,1,0,37170488,2.3
Movie,6.6,80,3,25,1110707,3.6
Movie,6.3,39,2,3,20180155,2.5
Movie,6.3,25,3,5,56280355,2.1
Movie,6.3,27,0,9,89760956,2.1
Movie,6.5,51,1,0,66528000,2.8
Movie,6.3,80,36,76,632542,3.7
Movie,5.3,14,5,8,67349198,1.6
Movie,6.6,33,0,0,32363404,2.3
Movie,6.4,28,0,4,31162545,2.1
Movie,6.9,91,3,3,54215416,3.8
Movie,6.7,62,0,3,101203,6.5
Movie,6.5,56,0,7,38399961,2.9
Movie,6.4,75,0,0,111071,7.2
Movie,7,95,6,30,110825712,4
Movie,7.8,91,10,20,1446634,4.1
Movie,6.2,23,0,0,208588,2.1
Movie,7.3,82,4,34,180202163,3.6
Movie,7.7,81,17,29,6758416,3.9
Movie,8.1,90,12,19,32868943,4.2
Movie,8.4,93,13,6,4845631,4.2
Movie,8.2,94,5,2,2250213,4.4
Movie,8,100,13,38,974913,4.5
Movie,7.8,88,26,54,5209580,4.1
Movie,7.6,95,11,6,19587032,4.2
Movie,8.6,97,58,31,13750644,4.7
Movie,7,76,4,16,161531,4.2
Movie,6.8,88,1,1,18016290,3.7
Movie,6.8,27,0,0,37151,2.1
Movie,6.8,77,8,18,61568,7.1
Movie,6.2,60,0,3,48197805,3
Movie,4.4,45,10,2,4364639,2.2
Movie,4.9,12,0,1,21443494,1.3
Movie,6.2,21,0,2,57328603,2.1
Movie,6.2,26,1,6,21321100,2.1
Movie,6.1,30,3,3,78031620,2.4
Movie,6.1,69,0,1,48637684,3.2
Movie,6.8,46,8,7,91137662,2.9
Movie,6.4,47,0,1,29504281,2.7
Movie,7.2,89,6,23,17506470,3.9
Movie,5.4,20,1,0,10429707,1.7
Movie,5.8,51,1,5,91443253,2.6
Movie,5.9,49,5,16,181171875,2.5
Movie,6.6,46,4,1,63914167,2.7
Movie,5.7,26,3,6,33035397,2
Movie,6.1,40,2,1,249083,2.5
Movie,5.6,10,0,0,4571,2.9
Movie,8.1,99,11,26,857522,4.4
Movie,5.6,60,1,4,187112,2.8
Movie,6.2,33,0,6,28082366,2.4
Movie,6.7,53,1,7,126373434,2.9
Movie,5.9,29,1,7,1075178,2.1
Movie,7.8,95,51,48,8413144,4.3
Movie,6.9,77,3,6,2450846,3.4
Movie,6,28,0,2,90411453,2
Movie,6.6,59,0,0,26461644,3.1
Movie,7.4,76,15,15,331166,4.3
Movie,6.4,57,3,6,71962800,2.8
Movie,8,70,40,41,1991922,3.4
Movie,6.3,73,8,11,150157400,3.4
Movie,6.1,33,0,6,43139300,2.3
Movie,6.6,51,4,30,202853933,2.8
Movie,8.3,98,13,11,11487676,4.5
Movie,6.5,31,0,0,9223441,3.2
Movie,5.7,44,0,2,55007,2.4
Movie,6.1,82,1,3,1110522,3.5
Movie,6.2,68,0,3,78046570,3.1
Movie,5.4,44,1,3,48360547,2.2
Movie,6.6,56,0,3,53862963,3
Movie,6.8,70,1,6,105057,7.7
Movie,7.2,82,9,46,5014305,3.8
Movie,6,30,0,1,41850659,2.1
Movie,7,72,3,18,14482031,3.4
Movie,6,42,0,0,14904384,2.5
Movie,6.6,28,0,5,54731865,2.4
Movie,5.5,10,0,5,37662162,1.6
Movie,8.1,91,20,12,200852579,4.5
Movie,6.1,66,2,4,86907746,2.9
Movie,6.7,85,2,14,75658097,3.7
Movie,6.3,68,0,1,35061031,3.2
Movie,5.8,26,0,0,33253609,2
Movie,6.2,35,0,1,42868348,2.5
Movie,5.3,15,0,0,31502583,1.8
Movie,7.3,83,8,14,123276,4
Movie,7.1,84,2,12,12236500,3.8
Movie,6.3,45,0,4,4719695,2.6
Movie,6.9,78,0,2,218693,5.8
Movie,6.5,23,0,0,25918920,2
Movie,6.7,53,0,0,10011996,2.8
Movie,5.3,26,5,11,32064800,2
Movie,3.4,9,13,8,40202379,1.2
Movie,4.8,24,2,13,63313159,1.8
Movie,6.8,57,8,16,195330621,3.1
Movie,5.4,12,1,5,23586598,1.5
Movie,5.5,20,2,5,79366978,1.9
Movie,7,61,0,0,66758538,3
Movie,6.8,77,1,4,67294270,3.4
Movie,7.4,90,19,37,704352,4
Movie,6.6,66,1,1,20982557,3.3
Series,6.5,70,0,1,58360760,3.3
Movie,6.5,68,1,5,55802754,3.3
Movie,6.3,41,1,3,19185184,2.5
Movie,6.9,92,7,18,229094,3.9
Movie,6.1,44,0,1,111996,2.5
Movie,6.5,48,0,2,558173,2.7
Movie,7.7,89,2,4,35976000,4.3
Movie,6.8,47,2,1,27288872,2.5
Movie,7.3,72,24,43,350126372,3.6
Movie,5.3,27,4,16,47387723,2
Movie,5.4,78,1,8,24752,3.1
Movie,6.4,52,0,1,4631,2.7
Movie,6.3,43,1,10,3629842,6.5
Movie,8.1,88,53,66,3494070,4
Movie,7.2,66,2,10,17484,3.1
Movie,7.5,72,29,55,4604982,3.5
Movie,7.3,75,8,49,459005868,3.6
Movie,7.4,60,0,11,52421953,3.2
Movie,6.2,39,0,0,3591417,2.5
Movie,7.1,79,0,2,51432691,3.6
Movie,6.3,33,0,0,29412050,2.2
Movie,7.1,54,0,5,11348324,3.1
Movie,6.7,82,9,18,94095523,3.5
Movie,6.5,50,10,1,468930,5
Movie,7.5,85,19,6,6180200,3.9
Movie,6.4,38,1,16,50016394,2.4
Movie,8,94,83,186,25568251,4.4
Movie,7.1,31,1,5,37446117,2.2
Movie,6,18,1,4,77267296,1.9
Movie,6.3,25,0,1,37081475,2.1
Movie,6.8,90,25,72,169106725,3.9
Movie,5.5,25,0,1,4704,1.9
Movie,7,68,3,5,21142914,3.4
Movie,6.5,52,26,69,474544677,2.8
Movie,6.4,63,0,5,50287556,3.2
Movie,7.4,64,7,4,50750000,3.4
Movie,4.8,47,0,0,3772785,5.2
Movie,6.4,19,0,1,47986,6.1
Movie,6.6,41,7,11,150947895,2.6
Movie,7.6,92,28,3,2100000,4.2
Movie,5.5,41,2,3,91047077,2.3
Movie,5.5,27,9,4,23219748,2
Movie,6,21,1,5,33047633,2
Movie,6,29,2,4,56832494,2.2
Movie,7.2,83,18,16,19004,3.9
Movie,4.8,20,0,0,1784763,1.8
Movie,5.5,12,1,8,7696134,1.6
Movie,6.5,58,3,0,3546,7.3
Movie,6.1,58,10,23,3275444,3
Movie,6.4,60,24,46,102931,7.5
Movie,6.5,35,3,6,45090374,2.5
Movie,7.5,63,2,7,60944660,3.3
Movie,7.9,86,82,133,124987023,4.1
Movie,5.4,10,0,1,10219501,1.6
Movie,7.7,74,8,27,128261724,3.5
Movie,5.6,30,0,0,12234694,2.1
Movie,7,62,14,13,4196641,3
Movie,6.6,74,2,3,51420,3.5
Movie,7.2,60,2,9,2532228,3.2
Movie,5.6,16,6,19,34297191,1.8
Movie,7.6,75,0,1,41340,7.8
Movie,6.2,18,1,7,134938200,2
Movie,6.2,46,1,0,1020921,2.9
Movie,6.2,79,1,1,2005094,5.1
Movie,6.3,35,1,3,54445357,2.3
Movie,6.5,60,5,9,2019581,3
Movie,6.4,57,3,2,72708161,3
Movie,7.7,96,6,2,47160000,4.3
Movie,7,82,5,23,66661095,3.6
Movie,7.3,70,1,2,43218387,3.3
Movie,7.1,79,11,31,3098776,3.6
Movie,7.9,96,42,60,1198208,4.5
Movie,5.2,15,2,11,63075011,1.7
Movie,5.5,32,0,2,19478106,2.2
Movie,6.1,13,0,1,14594226,1.9
Movie,5.4,84,0,5,104507,5.2
Movie,6.9,62,0,1,92168600,3.1
Movie,6.5,33,0,3,4288,2.3
Movie,5.3,26,2,9,49438370,1.9
Movie,6.9,42,0,0,27804899,2.8
Movie,7.4,86,6,9,43037835,3.8
Movie,6.3,69,0,3,51855045,3.2
Movie,6.3,46,1,2,20831000,2.7
Movie,5.7,41,2,11,82622655,2.2
Movie,7.5,89,1,1,30859000,4
Movie,5.8,34,3,5,118703275,2.3
Movie,7.2,88,7,4,2553002,4
Movie,7.2,92,70,226,150117807,4.2
Movie,6.6,44,0,3,53262560,2.6
Movie,7,65,6,4,20285,3.2
Movie,7.3,57,0,6,33307793,3
Movie,5.6,19,0,1,44875481,1.8
Movie,5.9,80,0,7,161129,7.1
Movie,5.8,16,0,1,10664749,1.9
Movie,6.8,95,25,42,14674076,4.1
Movie,7.7,92,33,54,90777,4.1
Movie,6,39,0,1,19528602,2.3
Movie,5.4,20,2,7,21067116,1.9
Movie,7,25,1,2,7459300,2.4
